video_id,title,publish_time,views,likes,comments,engagement_rate,publish_day,publish_hour
MOLrhoMTEsk,Why I Sued The EFCC For N100 Million - My Full Story,2022-09-24T00:56:06+00:00,320020,9602,2387,0.03746328354477845,Saturday,0
